Plant;Material ID;Groeﬂenklasse;ABCXYZ;Calc_ABCXYZ
0162;F0RS430108001D;;CZ;BBZ
0830;ACCSS05397;;CZ;BCZ
0441;FZBPB250867600R;45;BZ;CCZ
0305;HW057622012010W;15;N/A;CCZ
0305;HW0576140070125;07;N/A;CCZ
0713;HW0576080080045;59;N/A;CCZ
0835;ELRPVCU0252090G;;CZ;CCZ
2760;FB4301060035NE;;CZ;CBZ
0490;SRG025407000032;00;CZ;CCZ
0582;X120100180B0455;;CZ;CCZ
0490;COS35M01501000;24;BZ;CCZ
0305;HC0039080060060;09;N/A;CCZ
0631;REWCS11404203C;;CZ;CCZ
0490;HC0547140080060;09;CZ;CCZ
0490;SS35M020012BPK;11;CZ;CCZ
0853;SCUT20150CB;96;AZ;ABZ
0550;KRN177830013CRE;;N/A;CCZ
0305;HW0576140080050;10;N/A;CCZ
0376;HC0149050030030;08;N/A;CCZ
0305;HW0576350250122;11;N/A;CCZ
0613;SS2350100BBPK;12;AY;AAY
0490;HC0547350250080;04;CZ;CCZ
0377;SRG025402000020;99;N/A;CCZ
0376;HC0149200040030;99;N/A;CCZ
0305;MPC23306FPM;;N/A;CCZ
0416;GST1590045P;99;CZ;CCZ
0860;SS2350040BB;12;AY;BCY
0581;XHDM0003037;;N/A;CCZ
2316;EN02130026006A;;N/A;CCZ
0490;HC01491400404GV;11;N/A;CCZ
3100;FB0122070040B;99;CZ;BBZ
0305;HW0576140140063;09;N/A;CCZ
0701;KRN133012513CRE;;N/A;CCZ
0400;HC0149140140060;09;CZ;CCZ
0376;HW0576090090088;06;N/A;CCZ
0377;HW0576120060063;14;N/A;CCZ
0490;SCUT1006020B;95;N/A;CCZ
2316;GST0337040;12;N/A;CCZ
0411;SG2100F500C;;N/A;CCZ
2316;FB1191050030;;N/A;CCZ
0713;FB0122070040B;04;N/A;CCZ
0490;SS55M0100CBPK;29;CZ;CCZ
0842;HC0149140080040;15;N/A;CCZ
3100;HC0039050025020;13;CZ;CCZ
0410;SS2350050CBPK;91;BZ;CCZ
0305;HW0576090090036;99;N/A;CCZ
0441;FZBPB251412406;55;CZ;CCZ
0441;FZBPB251393800E;00;CZ;CCZ
0860;HW057635025080G;04;CZ;BBZ
0860;HC0038120100030;10;CZ;CCZ
0830;KRN101608016MOE;;N/A;CCZ
0377;MPC21313;;N/A;CCZ
0490;HC014903002020P;09;N/A;CCZ
0305;HW057618018012G;13;N/A;CCZ
0840;KRN168336013CRE;;N/A;CCZ
0490;SDD11003015BPK;60;CZ;CCZ
0377;HC01491000604BL;05;N/A;CCZ
0853;SS35M0060BB;94;AZ;CBZ
0377;PRN0850015N08;;N/A;CCZ
0490;SS35M00501221B;10;BZ;BBZ
0490;SCUT1003020B;95;N/A;CCZ
0441;FZBPB251477600E;99;AY;CCZ
0490;GST0889029;00;CZ;CCZ
0376;HC0149080060071;12;N/A;CCZ
0305;MPF31210FPM;;N/A;CCZ
0835;KRN033710016MOE;;N/A;CCZ
0828;KRN610016016MOE;;N/A;CCZ
2316;RB722526000003;;N/A;CCZ
0490;HC0149180120040;15;CZ;CCZ
0400;SVF2G2505006AW2;;N/A;CCZ
0640;S16MO003020Q;93;CZ;CCZ
0677;KRN323916016MOE;;N/A;CCZ
2641;KRN152408016MOE;;N/A;CCZ
0490;S400H005015Q;29;CZ;BBZ
0445;KRN060311013CRE;;N/A;CCZ
0441;FZBPB251477600E;25;AY;CCZ
0490;SS42M0120BBPK;89;BX;BBX
3100;SS35M0080CBPK;92;AZ;AAZ
0480;SS2350060152B;10;BZ;CCZ
0410;AE003820020;12;CZ;CCZ
2316;HC0038020020020;08;N/A;CCZ
0305;HWSG50060060032;12;N/A;CCZ
0490;HC0547140040050;00;CZ;CCZ
2760;RB50830950PE;;CZ;BBZ
0518;SC024A0500042S;;AZ;BAZ
2316;REW316L0500404W;;N/A;CCZ
0305;HC0547180100063;59;N/A;CCZ
0305;DW06350063355;;N/A;CCZ
3100;SS355070025Q;94;CZ;CCZ
0305;FGN1080045F8;;N/A;CCZ
0376;GR00350500WBSE3;;N/A;CCZ
0613;SS69Q012020Q;50;BY;AAY
0490;COS35M00801500;29;BZ;CCZ
0305;HC0547260260125;15;N/A;CCZ
0631;KRN076114210;;CZ;CCZ
0672;KRN168340016MOE;;N/A;CCZ
0631;SS3550150M6B;60;DZ;CCZ
0842;KRN057003616MOE;;N/A;CCZ
0410;SS35M002015BPK;40;CZ;CCZ
2316;HW0576150150050;05;N/A;CCZ
0305;SOTBBK0801;;N/A;CCZ
0613;SS2350030BBPK;49;BY;ABY
0490;SS3550100CBPK;92;N/A;CCZ
0830;ACCSS09310;;CZ;BCZ
2316;UPUCS1206030;12;N/A;CCZ
2760;ST4301025002506;;AY;ABY
0830;SS235020015BPK;12;CZ;CCZ
0376;HC0547140070050;07;N/A;CCZ
0520;HC0547050050050;14;CZ;CCZ
0305;DW0424008035502;;N/A;CCZ
0400;FB0122035008B;04;N/A;CCZ
0620;PCLBK35671683;;CZ;CCZ
0713;RTPPH09008205;;N/A;CCZ
0480;SS35M0150CBPK;14;BY;BBZ
0400;HC0149060060060;09;CZ;CCZ
0613;SS70M0050CBPK;39;AY;AAY
0613;SS2350100CB;93;AY;AAY
0162;ST4301035003505;;N/A;CCZ
0305;GST1590045;12;N/A;CCZ
0582;XHDM0007191;;N/A;CCZ
0701;KRN025002916MOE;;N/A;CCZ
0377;HC0149260140080;59;N/A;CCZ
2760;RB430502700BIM;;BY;CCY
0410;SS235005015B;79;CZ;CCZ
0490;XBEX97096267;;CZ;ABZ
0480;KRN101606316MOD;;N/A;CCZ
0853;S105000100B03;;BY;ABZ
0376;HC0547140060060;11;N/A;CCZ
0305;HC0149120120100;10;N/A;CCZ
0490;HC0149120080030;11;CZ;CCZ
2316;FB0569100025B;00;N/A;CCZ
0828;UNNPPH025G;;N/A;CCZ
3100;HC0039060060030;99;AX;AAX
0305;HW0039500300160;09;N/A;CCZ
0376;DW6100016035501;;N/A;CCZ
0376;HC0149040040030;15;N/A;CCZ
0518;SC024A2000330HH;;AZ;CCZ
2316;HC0547120080063;13;N/A;CCZ
0490;SDD130040APKZ01;25;N/A;CCZ
3100;SP2650350Q;49;AY;AAZ
0490;SS2350040Z02BPK;12;BY;CCZ
0305;HC0149020020030;12;N/A;CCZ
0640;SS3550060Q;19;N/A;CCZ
0830;QC08T2191050R;;DZ;CCZ
0713;HW0576150150063;14;N/A;CCZ
0520;KRN152405616MOE;;N/A;CCZ
0490;SS35M008015BPKD;30;BZ;CCZ
0490;SPA38007515B;94;N/A;CCZ
0490;FB0553080005;;N/A;CCZ
0480;KRA02130373P11;;N/A;CCZ
2316;DW06350175520CH;;N/A;CCZ
2641;HW057620020010G;00;AZ;ACZ
0490;SS2350090CB;93;N/A;CCZ
2316;HC0149070070020;14;N/A;CCZ
0490;SDD110045B19BPK;12;BZ;CCZ
0305;HC0547200120060;08;N/A;CCZ
3100;SS35M0080BBPK;20;CZ;CCZ
2316;FB057004000802;;N/A;CCZ
2316;RB713903200BFP;;N/A;CCZ
0860;SS2350030CB;94;AY;AAY
2316;FSOS23530010S;;N/A;CCZ
0305;KST4057100;;N/A;CCZ
0480;SS35M0030BBPK;39;AY;BBY
0490;SS2350030BB;40;N/A;CCZ
0400;CAPVCU0324G;;N/A;CCZ
0701;DEFPVCL03155;;N/A;CCZ
0490;SC45010010B;25;CZ;CCZ
0376;HW0576120060100;00;N/A;CCZ
2316;RB855004500SR;;N/A;CCZ
2316;CMP50040ARE;;N/A;CCZ
0460;KRN108012513CRE;;N/A;CCZ
0376;HW0576120060056;14;N/A;CCZ
0305;ST1200600200BK;;N/A;CCZ
0490;HC0547260140100;99;CZ;CCZ
0377;HC0547180180100;11;N/A;CCZ
2316;HC0039180100060;11;N/A;CCZ
0613;SCORA002012B;19;BY;AAZ
0377;FTRCS00250162;;N/A;CCZ
0305;HW0039120120125;09;N/A;CCZ
0625;K1ACCHGF;;N/A;CCZ
0860;SS2350100CB;24;AX;AAX
0305;HC0149060020020;14;N/A;CCZ
0377;HW0576400400160;04;N/A;CCZ
0490;COS35M00301500P;29;CZ;CCZ
0316;MPK60402;;N/A;CCZ
0305;FWNP25060016;;N/A;CCZ
0490;HC0039110110040;07;CZ;CCZ
0162;RBPVC055GRI01;15;N/A;CCZ
0582;X4301002307420;;CZ;CCZ
0377;SH1000501003551;11;N/A;CCZ
2316;AESE04020;20;N/A;CCZ
2377;KRN016003216MOE;;N/A;CCZ
0490;SDD110045B;15;CZ;CCZ
0853;RB713903000;;CZ;BCZ
0305;ST0800800200BR;;N/A;CCZ
2760;RB411206000;;AY;AAY
0416;ST0300150150BR;;CZ;CCZ
0376;HW0039260260080;06;N/A;CCZ
0305;HC0039100060060;04;N/A;CCZ
0377;SRGST3704830025;12;N/A;CCZ
0490;HC0149100100030;59;CZ;CCZ
2316;KRN1143071D;;N/A;CCZ
0377;HC0149120050050;12;N/A;CCZ
0305;HW0039260180142;07;N/A;CCZ
0305;PRN0280010EC;;N/A;CCZ
0410;FB0038030020;;BY;BBZ
0713;FB0122130015B;06;N/A;CCZ
2760;S430100500AOP;;BZ;CBZ
0490;SS35M0060BBPKQ;93;N/A;CCZ
0677;KRN193716013CRE;;N/A;CCZ
0411;ADPVCU06305013G;;N/A;CCZ
0410;KRN355665013CRE;;N/A;CCZ
0828;KRN457080013CRE;;N/A;CCZ
0613;SS35M0060CBPK;19;AY;AAY
0480;KRN559036013CRE;;N/A;CCZ
0305;DW17780100520CH;;N/A;CCZ
0376;HC0149070040040;15;N/A;CCZ
2316;HC0547100050040;11;N/A;CCZ
0631;SS2350050BBPK;90;AY;AAY
0830;GSKPVCP02003;;CZ;CCZ
0620;SOPE1E160G1;;CZ;CCZ
0620;TEWPE1032902F;;N/A;CCZ
0830;X083010521571B;;CZ;CCZ
0411;KRN177830013CRE;;N/A;CCZ
0377;HC0547100080063;99;N/A;CCZ
0490;SS2350150CB;20;CZ;CCZ
0305;HW057630030020G;09;N/A;CCZ
0853;RB071802400B;;CZ;BBZ
0162;UP4301050025003;;N/A;CCZ
0582;XHDM0007318;;CZ;CCZ
3100;SX4001000Q;59;CZ;CCZ
0410;SS35M005010B;30;CZ;CCZ
0550;FB0569120015B;06;CZ;CCZ
0377;PCOCS04064101;;N/A;CCZ
0305;HW0039090050100;09;N/A;CCZ
2316;KRN114314216MOE;;N/A;CCZ
0842;FB0122016003B;00;N/A;CCZ
2316;DW0250002923501;;N/A;CCZ
0305;HC05471000805BL;00;N/A;CCZ
0550;KRN127008813CRE;;N/A;CCZ
0460;KRN152406316MOE;;N/A;CCZ
0490;SS355008015BPK;90;CZ;CCZ
0305;QC420889G;;N/A;CCZ
2316;SRG057624450071;99;N/A;CCZ
0490;SQ442B;91;N/A;CCZ
0411;WE12PLRGL12ST;;CZ;CCZ
2316;PRN0480035EC;;N/A;CCZ
0641;HC0547150100080;07;N/A;CCZ
0490;SDC350070BBPK;40;N/A;CCZ
0490;SS35M008015BPKD;25;BZ;CCZ
0828;REWCS50840611C;;CZ;CCZ
0520;RB071503500B;;CY;BBZ
0445;KRN355616013CRE;;N/A;CCZ
0853;SS2350080CBPK;10;AZ;AAZ
0410;KRA03340455P91;;N/A;CCZ
0520;XTR20212351585;;N/A;CCZ
0410;KRA32382144GRB;;N/A;CCZ
0490;SS3550060BBPK;24;BZ;CBY
0631;SS35M0050BBPK;39;AZ;BAZ
0631;SS3550040BB;11;BY;BBY
0305;HC0149100060080;10;N/A;CCZ
0490;SS35N0250Q;00;N/A;CCZ
0860;SS2350060CBPK;24;AX;AAX
0305;HC0547110110100;59;N/A;CCZ
0305;MPF81006;;N/A;CCZ
0641;HC0547160080100;00;N/A;CCZ
0490;SDX53300CGVH;;DZ;CCZ
3100;RB050310000B;;CZ;BAZ
0305;DW21600100355;;N/A;CCZ
2316;PSR430100200A21;;N/A;CCZ
0860;KRN076112516MO1;;N/A;CCZ
0550;BEWPPR032902F;;CZ;CCZ
0305;DW1524028052003;;N/A;CCZ
3100;SS70M0040C6B;97;BY;CCZ
0377;REWCS27321908C;;N/A;CCZ
0713;FB0569060020B;00;N/A;CCZ
0400;SOPVCL0160;;N/A;CCZ
0376;HC0149160080030;08;N/A;CCZ
2641;HW057616016012G;13;AZ;CAZ
3100;SS3550450Q;97;AY;AAZ
0701;ELABS050451C;;N/A;CCZ
0445;S400H004020Q;25;N/A;CCZ
0305;HC0149050030020;10;N/A;CCZ
0490;SS35M0150Z01;49;N/A;CCZ
2316;PRN0800070EC;;N/A;CCZ
0480;HC0039150050040;99;CZ;BCZ
0860;SS3550080M6B;93;AY;BBZ
0305;HW0576160160160;14;N/A;CCZ
0162;F0RS430101201D;;CZ;ABZ
2316;BEW305008890324;;N/A;CCZ
0713;HC0149080040050;10;N/A;CCZ
0490;SS235009015B;00;N/A;CCZ
0518;S024A00150C03;;N/A;CCZ
2760;RT606001501;;CX;BCY
0441;FZBPB250767600;35;BY;CCZ
0860;HC0039050050040;06;AY;AAY
0305;HW057615015010G;14;N/A;CCZ
0162;S440401800M01;;N/A;CCZ
0305;BEANISA0150151;;N/A;CCZ
2316;RB057002600002;;N/A;CCZ
0446;WFB00380220003;00;BY;CBZ
0305;HC003903502020V;12;N/A;CCZ
0400;ADPVCU02001022G;;CZ;CCZ
2376;KRA08891113P91D;;N/A;CCZ
0305;HW0039100050110;07;N/A;CCZ
0305;HC0547500300125;06;N/A;CCZ
0701;RB071804800B;;N/A;CCZ
0441;FZBPM8000710600;25;CZ;CCZ
2316;BLV440808063H11;;N/A;CCZ
0842;FB0122140005B;06;N/A;CCZ
0490;FB4541020015;;CZ;CCZ
0480;SS35M0030BBPK;15;AY;BBY
2316;FB0569090015B;03;N/A;CCZ
0305;CAW042503556KL;;N/A;CCZ
2316;HC0039080060050;99;N/A;CCZ
0828;FTRCS00250161;;CZ;CCZ
0581;S400H035025Q;96;N/A;CCZ
0550;HC0039100080050;06;BY;BAZ
0305;HC0038120120040;06;N/A;CCZ
2316;HC0039100060060;09;N/A;CCZ
0305;GST1270029;99;N/A;CCZ
0672;HC0149160160063;04;N/A;CCZ
2760;FB430107008CT;;CZ;CBZ
0162;WLI316L015P;;N/A;CCZ
2316;UPUCS1606040;07;N/A;CCZ
0376;MPF31802;;N/A;CCZ
0490;SS70M0040CB;00;CZ;CCZ
0550;KRN095005013CRE;;N/A;CCZ
0162;EN006000050;;N/A;CCZ
0162;F0RS457108001D;;CZ;CCZ
0305;HW0039200100160;10;N/A;CCZ
0446;WFB00380400001;12;DZ;CCZ
3100;GST0337026;08;BY;AAY
0490;SS2350030167B;95;BZ;BBZ
0410;SRG025407610029;06;CZ;CCZ
0490;SS355011015B;50;N/A;CCZ
2316;HC0149080060060;06;N/A;CCZ
0581;S16MO003020Q;79;N/A;CCZ
3100;HC0547080050050;59;BX;ABY
2316;HC0547250150060;99;N/A;CCZ
0460;RP0143BR;00;CZ;CCZ
2316;GST060302605;99;N/A;CCZ
0701;RB350523000001;;N/A;CCZ
0582;XDLS418088;;N/A;CCZ
0163;RB70220650PE;;N/A;CCZ
0490;RB412205500;;N/A;CCZ
2316;GST219112505;08;CZ;CCZ
0701;BLVPPH040G24;;N/A;CCZ
0376;HW0576160090063;59;N/A;CCZ
0377;HC01491000604BL;11;N/A;CCZ
0305;KRN168305023C2D;;N/A;CCZ
0480;SS2350030ABPK;15;BZ;ABZ
2316;SH0800800883551;07;N/A;CCZ
0828;SRG025405700029;00;N/A;CCZ
0581;XHDM0007866;;N/A;CCZ
0162;FBL45710300016;;N/A;CCZ
0641;HC0547080080060;15;N/A;CCZ
2316;RB057031000FN;;N/A;CCZ
0377;MPF81231;;N/A;CCZ
0162;BE4571025;;N/A;CCZ
0550;KRA04220485X421;;N/A;CCZ
0163;RB60260300DT9;;CZ;CCZ
0470;RB658715000001;;N/A;CCZ
0377;HW0576200120063;07;N/A;CCZ
0305;KRN031803616MOD;;N/A;CCZ
0162;REW316L0400251E;;N/A;CCZ
0400;HC0149100100080;59;N/A;CCZ
0490;CODC012001600;;CZ;CCZ
0701;RB050112000;;N/A;CCZ
2316;ACCGARDZP6030GV;;N/A;CCZ
0305;DW6100036035501;;N/A;CCZ
2316;EN11430171206A;;N/A;CCZ
2316;FB1191140012;;N/A;CCZ
0520;BEW45410213203;;CZ;CCZ
2316;RB243601000001;;N/A;CCZ
0840;SRG025407610029;08;N/A;CCZ
0828;SYPRAKA8322;99;N/A;CCZ
0631;SDD110080CBPK;99;AY;AAY
0490;SCUT1008020BPK;19;N/A;CCZ
0377;HC0547140140030;04;N/A;CCZ
0550;KS0503040022;;BY;ABZ
0316;KRN610036016MOE;;N/A;CCZ
0377;HC0149160160080;07;N/A;CCZ
2316;BEW234010000605;;N/A;CCZ
0162;S201701500M;;CZ;CCZ
0377;HC0149120100040;07;N/A;CCZ
0582;XHDM000B470;;DZ;CCZ
0550;HHBBYA212140;;CZ;CCZ
2316;RB722703000B;;N/A;CCZ
0162;RT4404323909501;;N/A;CCZ
0641;HC0149180100040;06;N/A;CCZ
0377;HC0547150100040;00;N/A;CCZ
2316;FB0569035015B;06;N/A;CCZ
0830;BEW45712730303;;CZ;CCZ
0410;KRN031805616MOD;;N/A;CCZ
0853;SS2350050ABPK;20;AZ;ABZ
0490;HC0149020020015;59;N/A;CCZ
0305;QC0071397R;;N/A;CCZ
0701;SO45711001;;CZ;CCZ
0490;SS3550040BBPK;20;BY;AAY
0305;HW0576160160088;09;N/A;CCZ
0701;SOPPRE075G1;;N/A;CCZ
0490;SS50M0100BBPK;49;BX;CBY
0613;S400H050025Q;24;CZ;BCZ
0713;HC0149090090080;59;N/A;CCZ
0518;FB004A03005RC;;BZ;BCZ
3100;HC0547300100100;09;AY;BBZ
0162;FWNBY710889402C;;N/A;CCZ
0305;HC003908008040V;08;N/A;CCZ
0613;SCUT10200ABPK;95;AY;ABZ
0305;HC0547250250160;08;N/A;CCZ
0400;WNPPR1254F;;N/A;CCZ
3100;HC0547300150080;11;BY;BBZ
0400;ELPVDF040901G;;N/A;CCZ
0853;SS2350050M6B;97;CZ;CCZ
0490;SS2350030Z03BPK;11;CZ;CCZ
0305;PRN0320030EN;;N/A;CCZ
0490;SCUT2010015BPK;19;N/A;CCZ
0162;EN0220005007105;;N/A;CCZ
0490;HC0547260180063;14;CZ;CCZ
0376;HC0547250150060;10;N/A;CCZ
0441;FZBZR205231;;CZ;CCZ
0377;HW0576400200100;09;N/A;CCZ
0713;ST0400250200GVH;;N/A;CCZ
0377;SRG025413300050;00;N/A;CCZ
0835;KRN082520013CRE;;N/A;CCZ
0860;WFB00380140008;17;BZ;CCZ
2316;HC0039060050030;07;N/A;CCZ
0860;AE003815012;12;BZ;ABZ
0305;MPW691391;;N/A;CCZ
0376;HC0149140140080;04;N/A;CCZ
0713;FB0122160010B;04;N/A;CCZ
0163;RB20070220PE;;CZ;CCZ
0490;HC0149300100060;14;N/A;CCZ
0490;SDD11003010BPK;91;N/A;CCZ
0621;KRN355617513CRE;;N/A;CCZ
0377;HW0576140070125;04;N/A;CCZ
0490;DW16510300355;;CZ;BBZ
0830;FTR45710025016;;CZ;CCZ
0305;ACV440803240H1;;N/A;CCZ
0842;KRN020002013CRE;;N/A;CCZ
0162;EN03500030005;;N/A;CCZ
0490;SC450100B;14;CZ;CCZ
0376;HC0547180100050;15;N/A;CCZ
0377;KRN051006316MOD;;N/A;CCZ
0305;HW0549060040040;07;N/A;CCZ
3100;SS3550220Q;95;CZ;CCZ
0701;FLJPPGF225G01;;CZ;CCZ
0701;FB0553040006;;CZ;CCZ
0582;XHDM0005848;;N/A;CCZ
0828;CAW042503239KL;;N/A;CCZ
0701;FB0553075030;;N/A;CCZ
0376;HW0039080040080;00;N/A;CCZ
0490;SS2350040Z02;80;CZ;CCZ
0376;HC0149140060030;10;N/A;CCZ
3100;WFB05770100HEBM;18;BY;CCZ
2316;HC0547160160060;12;CZ;CCZ
0490;SS35M005515BPK;99;BZ;CCZ
0713;HC0149150100030;09;N/A;CCZ
0713;HC0149100100050;09;N/A;CCZ
0520;KRN031805616MOD;;N/A;CCZ
3100;SS2350030CB;19;AX;AAY
0490;SRG025410800050;99;CZ;CCZ
2316;KRA04240356GR6;;N/A;CCZ
0842;ADPVCU05003222G;;CZ;CCZ
0830;QC911683150G;;CZ;CCZ
0305;HW0576040040063;15;N/A;CCZ
0480;S430100250A;;AY;ABZ
0490;SDD110040CBPKW;14;AX;AAX
0410;FB0038100015;;AX;AAY
0305;KRN168322223C21;;N/A;CCZ
2760;FB4404070030NE;;CZ;CBZ
0620;HC0149160160050;12;CZ;CCZ
0490;SS235005015BLCG;24;N/A;CCZ
0410;KRN508090013CRE;;N/A;CCZ
0163;FB606025010PE;;CZ;CCZ
0377;HW0576160160063;99;N/A;CCZ
0641;HC0149140140071;00;N/A;CCZ
2316;SH200200100355;59;CZ;CCZ
0305;GSKGRAP0125016K;;N/A;CCZ
0490;SQ69T0220CBPK;30;BZ;AAZ
3100;GST219105606;00;BZ;BCZ
0490;SS355008012BPK;60;CZ;CCZ
0305;DW2445012535502;;N/A;CCZ
0305;SRG057610160050;99;N/A;CCZ
2316;HC014902502520P;99;N/A;CCZ
2316;HC0547060060030;12;N/A;CCZ
0376;GST0570026;08;N/A;CCZ
0631;SS2350100BB;19;AY;BAZ
0581;S400H006025Q;97;N/A;CCZ
0613;WFB05770400HEBM;14;AY;AAY
0490;SS235200APK;;CZ;CCZ
0490;GST108004501;06;CZ;CCZ
2376;KRN082504516MOE;;N/A;CCZ
0305;HC0039070030020;11;N/A;CCZ
0305;GST5080110B;12;N/A;CCZ
0830;FB0122030010B;04;CZ;CCZ
0377;HC0547150050050;07;N/A;CCZ
0490;SS35M025015Q;49;CZ;CCZ
0830;FB0122010008B;03;CZ;CCZ
0520;SD3550040CBPK;12;AY;AAY
0830;QC08T0761025R;;AZ;AAZ
0305;SRG025427300040;99;N/A;CCZ
2316;HC0547120060060;08;N/A;CCZ
0305;GR00350150SLGS2;;N/A;CCZ
2641;HW057625015063G;11;BZ;BBZ
0830;FB0503050020B;00;CZ;CCZ
0305;HC0039100060030;07;N/A;CCZ
0490;SQ500015020Q;50;CZ;CCZ
2376;KRN044505610CRE;;N/A;CCZ
0490;SS35M0050M4B;96;CZ;CCZ
0490;AU4301060040005;;CZ;CCZ
0490;HC0547300300080;05;CZ;ABZ
0672;KRN121004513CRE;;N/A;CCZ
0672;KRN139704513CRE;;N/A;CCZ
0410;COS35500802000;20;CZ;CCZ
0830;TEPVCU012901G;;N/A;CCZ
0490;SQ500006020Q;50;CZ;CCZ
0490;FB4404040020;;N/A;CCZ
0376;MPF81236;;N/A;CCZ
0305;HW057606006063G;10;N/A;CCZ
0582;X180120180B0887;;CY;CCZ
0490;SS35M012012BPK;15;CZ;CCZ
0377;MPF82313FPM;;N/A;CCZ
0830;QC08G08890424G;;AY;AAZ
0713;FB200704010PE;;CZ;CCZ
0316;MPF82007FPM;;CZ;CCZ
0305;KRN0250015;;N/A;CCZ
0305;ST0450450200BRS;12;N/A;CCZ
0376;HW0039350350125;12;N/A;CCZ
0305;ACCGBR08SE;;N/A;CCZ
0490;SCUT1020012BPK;12;CZ;CCZ
0550;KRA06030554P22;;N/A;CCZ
0305;SVF3G4001516AF3;;N/A;CCZ
0162;WRG45710023010;;N/A;CCZ
0631;SS2350060M6B;15;DZ;CCZ
0305;DW146030052308;;N/A;CCZ
0400;FB0122300010B;06;N/A;CCZ
0441;FZBPM800479500;45;CZ;CCZ
0830;ACCSS09713;;BZ;ACZ
0490;SS235004020BPK;25;CZ;CCZ
0480;SS2350050CB;96;AY;AAY
0860;RB430502400BIM;;CZ;BBZ
0631;KRN127008013CRE;;N/A;CCZ
3100;WFB05770450HEBM;24;CZ;AAZ
0442;S707501200M;;CZ;CCZ
0490;HC0149180180060;12;CZ;CCZ
0620;RTPPH11010005;;N/A;CCZ
0305;HW0039150150100;12;N/A;CCZ
3100;HC0547080080030;15;AY;AAY
0701;KRN139720016MOE;;N/A;CCZ
2316;SH1401401004601;11;N/A;CCZ
2316;FB057006501202;;N/A;CCZ
2760;RB50830250PE;;BY;ABZ
3100;HC0547080080080;12;AY;AAY
0305;FSOA10504003;;N/A;CCZ
2316;SRG025406030080;08;N/A;CCZ
0410;AU0038100065001;06;CZ;CCZ
0550;SS3550100CB;90;AZ;AAZ
0860;KRA08891113P11;;N/A;CCZ
0860;RB440413000NE;;CZ;CCZ
0490;SDD110050C17BPK;20;DZ;CCZ
0305;KRN063502913CRE;;N/A;CCZ
3100;SS355090020Q;40;CZ;CCZ
0377;HC0149250250100;07;N/A;CCZ
0305;HC05470600302EU;04;N/A;CCZ
2316;FB1191030008;;N/A;CCZ
0860;SS2350150M6B;00;AY;CBY
0620;KRN406425016MOE;;N/A;CCZ
3100;HC0547060030030;08;CZ;CCZ
0582;SS3550250Q;99;CZ;AAZ
0490;HC0149160080080;11;CZ;CCZ
0305;HC0547200080040;00;N/A;CCZ
0305;HW057640030014G;04;N/A;CCZ
0520;HC0547120060040;12;BY;AAZ
0305;HC0039180060030;04;N/A;CCZ
0828;KRN273008016MOE;;N/A;CCZ
2316;HW0576200120160;06;CZ;CCZ
0400;CDI003701683;;CZ;CCZ
0701;SCVPPH080G14;;N/A;CCZ
0305;HC0149090050032;15;N/A;CCZ
3100;U05770320UNPM;10;AY;ABZ
0520;HC054706004004B;07;CZ;CCZ
0305;HW057626014012W;10;N/A;CCZ
0490;SS35M008030Q;14;N/A;CCZ
0835;KRN457030013CRE;;N/A;CCZ
0490;SS2350050CBPKC;89;BY;BBZ
0305;HC0149250150050;15;N/A;CCZ
3100;SS35M0060M4BPK;89;BZ;CCZ
0853;SS2350150AB;80;AY;BCY
0701;UNPVDF0252G;;CZ;CCZ
0305;HC0149300300050;12;N/A;CCZ
0305;PR931450050C05;;N/A;CCZ
0701;KRN082514216MOE;;N/A;CCZ
0713;HW0039050030029;99;N/A;CCZ
0377;EN02000015041;;N/A;CCZ
2316;HC0149100080063;04;N/A;CCZ
2316;SRG025403370040;06;N/A;CCZ
0582;XHDM0009596;;N/A;CCZ
0701;FVEPPHL04507;;N/A;CCZ
0305;MPF31308;;N/A;CCZ
2641;HW057612006040G;99;CZ;CCZ
0713;HW0576080040063;05;N/A;CCZ
0853;RB071515000B;;BZ;AAZ
0411;ADPVCU04004033G;;N/A;CCZ
0162;S575403500G;;CZ;CCZ
2641;KRN1143063D;;N/A;CCZ
0162;FSO457100424105;;N/A;CCZ
0672;KRN193711016MOE;;N/A;CCZ
0490;SS2350080C6B;97;N/A;CCZ
0835;KRN044502613CRE;;N/A;CCZ
0376;EN018000150712;;N/A;CCZ
2316;HC0149035035030;08;N/A;CCZ
0162;RB541508000;;N/A;CCZ
0490;RB411205000;;CZ;CCZ
0490;RB050311500001;;N/A;CCZ
0490;SS3550140CB;14;N/A;CCZ
0830;KRN267075013CRE;;N/A;CCZ
2316;HC0038140080040;07;N/A;CCZ
0490;GST088904006;12;CZ;CCZ
0842;FB0122130005B;06;N/A;CCZ
0377;EN0603004507105;;N/A;CCZ
0376;HC0149200200060;99;N/A;CCZ
0376;EN01600025004A;;N/A;CCZ
2316;HC0149110110040;10;N/A;CCZ
2316;HC0547300300125;12;N/A;CCZ
0490;SC45012020B;99;CZ;CCZ
0305;HC0039080080040;05;N/A;CCZ
0305;NIBTBGV0400601;;N/A;CCZ
0441;FZBZD63738;;CZ;AAZ
0376;GST042403605;08;N/A;CCZ
0701;RB057014500002;;CZ;CCZ
0305;HW0039160160063;04;N/A;CCZ
0701;REWPE10250202G;;N/A;CCZ
0490;SS2350100CB;25;CZ;BBZ
0163;RB004A0350R230;;CZ;CCZ
0376;HW0576050050050;99;N/A;CCZ
